Table Range A2:U2594 ,,,,,,,,,,,,,,,,,,,,
CNTY_NAME,JURS_NAME,PLANNING PERIOD,YEAR,APR_STATUS,RHNA VLI,TOTAL VLI PERMITS,VLI DEED RESTRICTED UNITS,VLI NOT DEED RESTRICTED UNITS,RHNA LI,TOTAL LI PERMITS,LI DEED RESTRICTED UNITS,LI NOT DEED RESTRICTED UNITS,MOD RHNA,MOD UNITS,ABOVE MOD RHNA,ABOVE MOD UNITS,RHNA TOTAL,TOTAL UNITS YEAR SUBMITTED,APR YEAR (In planning period),1ST APR
SANTA CLARA,MILPITAS,01/31/2015 - 01/31/2023,2014,Final,1004,0,0,0,570,0,0,0,565,0,1151,841,3290,841,2015,2015
ORANGE,MISSION VIEJO,10/15/2013 - 10/15/2021,2014,Final,42,9,9,0,29,6,6,0,33,16,73,296,177,327,2014,2014
MODOC,MODOC COUNTY,06/30/2014 - 06/30/2019,2014,Final,2,0,0,0,2,0,0,0,1,6,5,2,10,8,2014,2014
MONO,MONO COUNTY,06/30/2014 - 06/30/2019,2014,Final,11,0,0,0,7,0,0,0,9,9,19,4,46,13,2014,2014
LOS ANGELES,MONROVIA,10/15/2013 - 10/15/2021,2014,Final,101,0,0,0,61,0,0,0,65,2,162,34,389,36,2014,2014
SAN BERNARDINO,MONTCLAIR,10/15/2013 - 10/15/2021,2014,Final,164,0,0,0,114,0,0,0,125,0,294,10,697,10,2014,2014
SANTA CLARA,MONTE SERENO,01/31/2015 - 01/31/2023,2014,Final,23,0,0,0,13,1,1,0,13,0,12,4,61,5,2015,2015
VENTURA,MOORPARK,10/15/2013 - 10/15/2021,2014,Final,289,0,0,0,197,3,3,0,216,0,462,159,1164,162,2014,2014
CONTRA COSTA,MORAGA,01/31/2015 - 01/31/2023,2014,Final,75,0,0,0,44,0,0,0,50,0,60,0,229,0,2015,2015
RIVERSIDE,MORENO VALLEY,10/15/2013 - 10/15/2021,2014,Final,1500,0,0,0,993,0,0,0,1112,0,2564,93,6169,93,2014,2014
SISKIYOU,MOUNT SHASTA,06/30/2014 - 06/30/2019,2014,Final,11,0,0,0,7,0,0,0,8,0,19,1,45,1,2014,2014
SANTA CLARA,MOUNTAIN VIEW,01/31/2015 - 01/31/2023,2014,Final,814,26,26,0,492,19,18,1,527,0,1093,598,2926,643,2015,2015
RIVERSIDE,MURRIETA,10/15/2013 - 10/15/2021,2014,Final,395,0,0,0,262,0,0,0,289,0,627,9,1573,9,2014,2014
NAPA,NAPA COUNTY,01/31/2015 - 01/31/2023,2014,Final,51,0,0,0,30,0,0,0,32,9,67,17,180,26,2015,2015
SAN DIEGO,NATIONAL CITY,04/30/2013 - 04/30/2021,2014,Final,465,0,0,0,353,108,108,0,327,1,718,16,1863,125,2014,2013
SAN BERNARDINO,NEEDLES,10/15/2013 - 10/15/2021,2014,Final,38,0,0,0,29,0,0,0,34,4,80,2,181,6,2014,2014
NEVADA,NEVADA CITY,06/30/2014 - 06/30/2019,2014,Final,19,0,0,0,14,0,0,0,16,0,36,0,85,0,2014,2014
NEVADA,NEVADA COUNTY,06/30/2014 - 06/30/2019,2014,Final,174,7,0,7,126,17,0,17,150,32,314,75,764,131,2014,2014
ALAMEDA,NEWARK,01/31/2015 - 01/31/2023,2014,Final,330,0,0,0,167,0,0,0,158,0,423,14,1078,14,2015,2015
ORANGE,NEWPORT BEACH,10/15/2013 - 10/15/2021,2014,Final,1,0,0,0,1,0,0,0,1,0,2,115,5,115,2014,2014
LOS ANGELES,NORWALK,10/15/2013 - 10/15/2021,2014,Final,52,0,0,0,31,0,0,0,33,0,85,2,201,2,2014,2014
MARIN,NOVATO,01/31/2015 - 01/31/2023,2014,Final,111,1,1,0,65,10,10,0,72,1,167,19,415,31,2015,2015
SAN DIEGO,OCEANSIDE,04/30/2013 - 04/30/2021,2014,Final,1549,0,0,0,1178,0,0,0,1090,20,2393,92,6210,112,2014,2013
SAN BERNARDINO,ONTARIO,10/15/2013 - 10/15/2021,2014,Final,2592,0,0,0,1745,0,0,0,1977,364,4547,163,10861,527,2014,2014
ORANGE,ORANGE,10/15/2013 - 10/15/2021,2014,Final,83,0,0,0,59,0,0,0,66,336,155,12,363,348,2014,2014
ORANGE,ORANGE COUNTY,10/15/2013 - 10/15/2021,2014,Final,1240,0,0,0,879,0,0,0,979,180,2174,593,5272,773,2014,2014
CONTRA COSTA,ORINDA,01/31/2015 - 01/31/2023,2014,Final,84,0,0,0,47,0,0,0,54,14,42,41,227,55,2015,2015
GLENN,ORLAND,06/30/2014 - 06/30/2019,2014,Final,20,0,0,0,10,0,0,0,14,0,36,0,80,0,2014,2014
BUTTE,OROVILLE,06/15/2014 - 06/15/2022,2014,Final,419,0,0,0,284,57,50,7,306,0,784,14,1793,71,2014,2014
VENTURA,OXNARD,10/15/2013 - 10/15/2021,2014,Final,1688,48,48,0,1160,67,67,0,1351,2,3102,39,7301,156,2014,2014
RIVERSIDE,PALM DESERT,10/15/2013 - 10/15/2021,2014,Final,98,0,0,0,67,0,0,0,76,0,172,220,413,220,2014,2014
RIVERSIDE,PALM SPRINGS,10/15/2013 - 10/15/2021,2014,Final,63,0,0,0,43,0,0,0,50,0,116,188,272,188,2014,2014
LOS ANGELES,PALMDALE,10/15/2013 - 10/15/2021,2014,Final,1397,0,0,0,828,0,0,0,899,0,2334,42,5458,42,2014,2014
BUTTE,PARADISE,06/15/2014 - 06/15/2022,2014,Final,141,0,0,0,100,1,1,0,93,4,303,9,637,14,2014,2014
LOS ANGELES,PARAMOUNT,10/15/2013 - 10/15/2021,2014,Final,26,0,0,0,16,0,0,0,17,0,46,5,105,5,2014,2014
LOS ANGELES,PASADENA,10/15/2013 - 10/15/2021,2014,Final,340,30,30,0,207,4,4,0,224,17,561,487,1332,538,2014,2014
SAN LUIS OBISPO,PASO ROBLES,06/30/2014 - 06/30/2019,2014,Final,123,56,56,0,77,24,24,0,87,2,206,54,493,136,2014,2014
RIVERSIDE,PERRIS,10/15/2013 - 10/15/2021,2014,Final,1026,359,359,0,681,0,0,0,759,222,1814,0,4280,581,2014,2014
SAN LUIS OBISPO,PISMO BEACH,06/30/2014 - 06/30/2019,2014,Final,38,0,0,0,24,12,12,0,27,0,64,91,153,103,2014,2014
CONTRA COSTA,PITTSBURG,01/31/2015 - 01/31/2023,2014,Final,392,0,0,0,254,0,0,0,316,216,1063,0,2025,216,2015,2015
ORANGE,PLACENTIA,10/15/2013 - 10/15/2021,2014,Final,112,0,0,0,81,0,0,0,90,11,209,35,492,46,2014,2014
PLACER,PLACER COUNTY,10/31/2013 - 10/31/2021,2014,Final,1365,0,0,0,957,17,2,15,936,0,1773,326,5031,343,2014,2014
EL DORADO,PLACERVILLE,10/31/2013 - 10/31/2021,2014,Final,78,0,0,0,55,0,0,0,69,9,170,1,372,10,2014,2014
CONTRA COSTA,PLEASANT HILL,01/31/2015 - 01/31/2023,2014,Final,118,0,0,0,69,0,0,0,84,0,177,4,448,4,2015,2015
ALAMEDA,PLEASANTON,01/31/2015 - 01/31/2023,2014,Final,716,38,38,0,391,0,0,0,407,2,553,283,2067,323,2015,2015
MENDOCINO,POINT ARENA,06/30/2014 - 06/30/2019,2014,Final,1,0,0,0,1,0,0,0,1,1,1,0,4,1,2014,2014
SAN DIEGO,POWAY,04/30/2013 - 04/30/2021,2014,Final,201,0,0,0,152,0,0,0,282,0,618,11,1253,11,2014,2013
SACRAMENTO,RANCHO CORDOVA,10/31/2013 - 10/31/2021,2014,Final,1539,0,0,0,1079,0,0,0,1303,0,3087,254,7008,254,2014,2014
SAN BERNARDINO,RANCHO CUCAMONGA,10/15/2013 - 10/15/2021,2014,Final,209,0,0,0,141,0,0,0,158,0,340,388,848,388,2014,2014
LOS ANGELES,RANCHO PALOS VERDES,10/15/2013 - 10/15/2021,2014,Final,8,0,0,0,5,0,0,0,5,0,13,4,31,4,2014,2014
ORANGE,RANCHO ST. MARGARITA,10/15/2013 - 10/15/2021,2014,Final,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2014,2014
TEHAMA,RED BLUFF,06/30/2014 - 06/30/2019,2014,Final,73,0,0,0,52,26,26,0,61,1,137,0,323,27,2014,2014
SHASTA,REDDING,06/30/2014 - 06/30/2019,2014,Final,287,0,0,0,181,2,2,0,205,17,502,83,1175,102,2014,2014
SAN BERNARDINO,REDLANDS,10/15/2013 - 10/15/2021,2014,Final,579,0,0,0,396,0,0,0,453,0,1001,57,2429,57,2014,2014
LOS ANGELES,REDONDO BEACH,10/15/2013 - 10/15/2021,2014,Final,372,0,0,0,223,0,0,0,238,0,564,35,1397,35,2014,2014
SAN BERNARDINO,RIALTO,10/15/2013 - 10/15/2021,2014,Final,636,0,0,0,432,0,0,0,496,0,1151,76,2715,76,2014,2014
RIVERSIDE,RIVERSIDE COUNTY,10/15/2013 - 10/15/2021,2014,Final,7173,43,43,0,4871,45,45,0,5534,430,12725,630,30303,1148,2014,2014
PLACER,ROCKLIN,10/31/2013 - 10/31/2021,2014,Final,1040,0,0,0,729,0,0,0,709,37,1335,360,3813,397,2014,2014
SONOMA,ROHNERT PARK,01/31/2015 - 01/31/2023,2014,Final,181,0,0,0,107,0,0,0,127,0,484,0,899,0,2015,2015
LOS ANGELES,ROSEMEAD,10/15/2013 - 10/15/2021,2014,Final,153,0,0,0,88,0,0,0,99,0,262,0,602,0,2014,2014
PLACER,ROSEVILLE,10/31/2013 - 10/31/2021,2014,Final,2268,9,9,0,1590,14,14,0,1577,438,3043,333,8478,794,2014,2014
SACRAMENTO,SACRAMENTO,10/31/2013 - 10/31/2021,2014,Final,4944,102,78,24,3467,123,95,28,4482,21,11208,95,24101,341,2014,2014
SACRAMENTO,SACRAMENTO COUNTY,10/31/2013 - 10/31/2021,2014,Final,3149,0,0,0,2208,0,0,0,2574,97,5913,228,13844,325,2014,2014
MARIN,SAN ANSELMO,01/31/2015 - 01/31/2023,2014,Final,33,9,9,0,17,16,16,0,19,2,37,1,106,28,2015,2015
SAN BERNARDINO,SAN BERNARDINO,10/15/2013 - 10/15/2021,2014,Final,980,57,57,0,696,18,18,0,808,0,1900,90,4384,165,2014,2014
SAN BERNARDINO,SAN BERNARDINO COUNTY,10/15/2013 - 10/15/2021,2014,Final,9,16,0,16,6,31,0,31,7,185,17,160,39,392,2014,2014
SAN MATEO,SAN BRUNO,01/31/2015 - 01/31/2023,2014,Final,358,0,0,0,161,0,0,0,205,0,431,1,1155,1,2015,2015
VENTURA,SAN BUENAVENTURA,10/15/2013 - 10/15/2021,2014,Final,861,28,28,0,591,0,0,0,673,2,1529,89,3654,119,2014,2014
ORANGE,SAN CLEMENTE,10/15/2013 - 10/15/2021,2014,Final,134,65,65,0,95,28,28,0,108,2,244,84,581,179,2014,2014
SAN DIEGO,SAN DIEGO,04/30/2013 - 04/30/2021,2014,Final,21977,229,229,0,16703,184,184,0,15462,4,33954,1991,88096,2408,2014,2013
SAN DIEGO,SAN DIEGO COUNTY,04/30/2013 - 04/30/2021,2014,Final,2085,0,0,0,1585,27,27,0,5864,114,12878,576,22412,717,2014,2013
LOS ANGELES,SAN DIMAS,10/15/2013 - 10/15/2021,2014,Final,121,0,0,0,72,0,0,0,77,0,193,3,463,3,2014,2014
LOS ANGELES,SAN FERNANDO,10/15/2013 - 10/15/2021,2014,Final,55,28,28,0,32,4,4,0,35,0,95,27,217,59,2014,2014
SAN FRANCISCO,SAN FRANCISCO,01/31/2015 - 01/31/2023,2014,Final,6234,552,552,0,4639,377,377,0,5460,77,12536,2430,28869,3436,2015,2015
LOS ANGELES,SAN GABRIEL,10/15/2013 - 10/15/2021,2014,Final,236,0,0,0,142,0,0,0,154,6,398,18,930,24,2014,2014
RIVERSIDE,SAN JACINTO,10/15/2013 - 10/15/2021,2014,Final,562,0,0,0,394,0,0,0,441,8,1036,102,2433,110,2014,2014
SANTA CLARA,SAN JOSE,01/31/2015 - 01/31/2023,2014,Final,9233,275,275,0,5428,231,231,0,6188,0,14231,3946,35080,4452,2015,2015
ORANGE,SAN JUAN CAPISTRANO,10/15/2013 - 10/15/2021,2014,Final,147,0,0,0,104,2,2,0,120,2,267,90,638,94,2014,2014
ALAMEDA,SAN LEANDRO,01/31/2015 - 01/31/2023,2014,Final,504,0,0,0,270,0,0,0,352,0,1161,0,2287,0,2015,2015
SAN LUIS OBISPO,SAN LUIS OBISPO,06/30/2014 - 06/30/2019,2014,Final,285,35,35,0,179,16,16,0,201,8,478,146,1143,205,2014,2014
SAN LUIS OBISPO,SAN LUIS OBISPO CO.,06/30/2014 - 06/30/2019,2014,Final,336,1,1,0,211,5,5,0,237,22,563,293,1347,321,2014,2014
SAN DIEGO,SAN MARCOS,04/30/2013 - 04/30/2021,2014,Final,1043,0,0,0,793,0,0,0,734,0,1613,97,4183,97,2014,2013
MARIN,SAN RAFAEL,01/31/2015 - 01/31/2023,2014,Final,240,1,1,0,148,1,1,0,181,0,438,16,1007,18,2015,2015
CONTRA COSTA,SAN RAMON,01/31/2015 - 01/31/2023,2014,Final,516,0,0,0,279,0,0,0,282,5,340,216,1417,221,2015,2015
ORANGE,SANTA ANA,10/15/2013 - 10/15/2021,2014,Final,45,20,20,0,32,20,20,0,37,0,90,242,204,282,2014,2014
SANTA BARBARA,SANTA BARBARA COUNTY,02/15/2015 - 02/15/2023,2014,Final,159,0,0,0,106,0,0,0,112,59,284,80,661,139,2015,2015
SANTA CLARA,SANTA CLARA COUNTY,01/31/2015 - 01/31/2023,2014,Final,22,13,13,0,13,0,0,0,214,0,28,58,277,71,2015,2015
LOS ANGELES,SANTA CLARITA,10/15/2013 - 10/15/2021,2014,Final,2645,3,3,0,1678,32,2,30,1532,141,5126,212,10981,388,2014,2014
LOS ANGELES,SANTA FE SPRINGS,10/15/2013 - 10/15/2021,2014,Final,82,0,0,0,50,0,0,0,53,0,139,156,324,156,2014,2014
LOS ANGELES,SANTA MONICA,10/15/2013 - 10/15/2021,2014,Final,428,167,167,0,263,97,97,0,283,17,700,301,1674,582,2014,2014
SONOMA,SANTA ROSA,01/31/2015 - 01/31/2023,2014,Final,1041,11,11,0,671,90,90,0,759,10,2612,141,5083,252,2015,2015
SAN DIEGO,SANTEE,04/30/2013 - 04/30/2021,2014,Final,914,0,0,0,694,0,0,0,642,0,1410,175,3660,175,2014,2013
MARIN,SAUSALITO,01/31/2015 - 01/31/2023,2014,Final,26,6,0,6,14,11,0,11,16,3,23,1,79,21,2015,2015
SONOMA,SEBASTOPOL,01/31/2015 - 01/31/2023,2014,Final,22,0,0,0,17,0,0,0,19,3,62,1,120,4,2015,2015
LOS ANGELES,SIERRA MADRE,10/15/2013 - 10/15/2021,2014,Final,14,2,0,2,9,5,0,5,9,0,23,5,55,12,2014,2014
LOS ANGELES,SIGNAL HILL,10/15/2013 - 10/15/2021,2014,Final,44,0,0,0,27,0,0,0,28,17,70,1,169,18,2014,2014
VENTURA,SIMI VALLEY,10/15/2013 - 10/15/2021,2014,Final,310,0,0,0,208,0,0,0,229,0,509,42,1256,42,2014,2014
SAN DIEGO,SOLANA BEACH,04/30/2013 - 04/30/2021,2014,Final,85,0,0,0,65,0,0,0,59,0,131,5,340,5,2014,2013
SOLANO,SOLANO COUNTY,01/31/2015 - 01/31/2023,2014,Final,26,1,1,0,15,13,13,0,19,2,43,7,103,23,2015,2015
SONOMA,SONOMA COUNTY,01/31/2015 - 01/31/2023,2014,Final,126,1,1,0,37,7,7,0,160,32,192,51,515,91,2015,2015
TUOLUMNE,SONORA,06/30/2014 - 06/30/2019,2014,Final,23,0,0,0,16,1,0,1,19,2,42,0,100,3,2014,2014
LOS ANGELES,SOUTH EL MONTE,10/15/2013 - 10/15/2021,2014,Final,43,0,0,0,25,4,0,4,28,0,76,76,172,80,2014,2014
LOS ANGELES,SOUTH GATE,10/15/2013 - 10/15/2021,2014,Final,314,22,22,0,185,192,192,0,205,15,558,6,1262,235,2014,2014
LOS ANGELES,SOUTH PASADENA,10/15/2013 - 10/15/2021,2014,Final,17,0,0,0,10,0,0,0,11,0,25,40,63,40,2014,2014
ORANGE,STANTON,10/15/2013 - 10/15/2021,2014,Final,68,0,0,0,49,0,0,0,56,0,140,32,313,32,2014,2014
SOLANO,SUISUN CITY,01/31/2015 - 01/31/2023,2014,Final,147,0,0,0,57,0,0,0,60,0,241,0,505,0,2015,2015
SUTTER,SUTTER COUNTY,10/31/2013 - 10/31/2021,2014,Final,85,0,0,0,60,0,0,0,62,1,128,19,335,20,2014,2014
AMADOR,SUTTER CREEK,06/30/2014 - 06/30/2019,2014,Final,2,0,0,0,2,0,0,0,2,1,4,0,10,1,2014,2014
TEHAMA,TEHAMA COUNTY,06/30/2014 - 06/30/2019,2014,Final,112,16,0,16,76,7,0,7,89,6,209,52,486,81,2014,2014
RIVERSIDE,TEMECULA,10/15/2013 - 10/15/2021,2014,Final,375,0,0,0,251,0,0,0,271,0,596,383,1493,383,2014,2014
LOS ANGELES,TEMPLE CITY,10/15/2013 - 10/15/2021,2014,Final,159,0,0,0,93,3,3,0,99,1,252,105,603,109,2014,2014
VENTURA,THOUSAND OAKS,10/15/2013 - 10/15/2021,2014,Final,47,17,17,0,32,2,2,0,36,1,77,27,192,47,2014,2014
MARIN,TIBURON,01/31/2015 - 01/31/2023,2014,Final,24,0,0,0,16,0,0,0,19,0,19,2,78,2,2015,2015
LOS ANGELES,TORRANCE,10/15/2013 - 10/15/2021,2014,Final,380,0,0,0,227,0,0,0,243,0,600,12,1450,12,2014,2014
NEVADA,TRUCKEE,06/30/2014 - 06/30/2019,2014,Final,108,0,0,0,75,0,0,0,78,0,199,95,460,95,2014,2014
TUOLUMNE,TUOLUMNE COUNTY,06/30/2014 - 06/30/2019,2014,Final,102,0,0,0,74,2,2,0,81,0,193,0,450,2,2014,2014
ORANGE,TUSTIN,10/15/2013 - 10/15/2021,2014,Final,283,88,88,0,195,73,73,0,224,101,525,496,1227,758,2014,2014
SAN BERNARDINO,TWENTYNINE PALMS,10/15/2013 - 10/15/2021,2014,Final,103,0,0,0,72,0,0,0,84,7,195,0,454,7,2014,2014
MENDOCINO,UKIAH,06/30/2014 - 06/30/2019,2014,Final,11,0,0,0,7,0,0,0,7,0,20,0,45,0,2014,2014
ALAMEDA,UNION CITY,01/31/2015 - 01/31/2023,2014,Final,317,0,0,0,180,0,0,0,192,4,417,2,1106,6,2015,2015
VENTURA,VENTURA COUNTY,10/15/2013 - 10/15/2021,2014,Final,246,44,0,44,168,37,0,37,189,12,412,58,1015,151,2014,2014
SAN DIEGO,VISTA,04/30/2013 - 04/30/2021,2014,Final,343,48,48,0,260,18,18,0,241,0,530,691,1374,757,2014,2013
LOS ANGELES,WALNUT,10/15/2013 - 10/15/2021,2014,Final,246,0,0,0,144,0,0,0,155,1,363,325,908,326,2014,2014
CONTRA COSTA,WALNUT CREEK,01/31/2015 - 01/31/2023,2014,Final,604,0,0,0,355,0,0,0,381,0,895,0,2235,0,2015,2015
SISKIYOU,WEED,06/30/2014 - 06/30/2019,2014,Final,10,0,0,0,6,0,0,0,6,0,16,3,38,3,2014,2014
LOS ANGELES,WEST COVINA,10/15/2013 - 10/15/2021,2014,Final,217,0,0,0,129,0,0,0,138,0,347,481,831,481,2014,2014
LOS ANGELES,WEST HOLLYWOOD,10/15/2013 - 10/15/2021,2014,Final,19,0,0,0,12,18,18,0,13,19,33,233,77,270,2014,2014
YOLO,WEST SACRAMENTO,10/31/2013 - 10/31/2021,2014,Final,1316,0,0,0,923,0,0,0,1111,42,2627,20,5977,62,2014,2014
ORANGE,WESTMINSTER,10/15/2013 - 10/15/2021,2014,Final,1,0,0,0,1,0,0,0,0,0,0,18,2,18,2014,2014
IMPERIAL,WESTMORLAND,10/15/2013 - 10/15/2021,2014,Final,57,0,0,0,35,0,0,0,36,0,105,0,233,0,2014,2014
LOS ANGELES,WHITTIER,10/15/2013 - 10/15/2021,2014,Final,228,0,0,0,135,0,0,0,146,71,369,0,878,71,2014,2014
RIVERSIDE,WILDOMAR,10/15/2013 - 10/15/2021,2014,Final,621,0,0,0,415,0,0,0,461,4,1038,307,2535,311,2014,2014
GLENN,WILLOWS,06/30/2014 - 06/30/2019,2014,Final,15,0,0,0,11,0,0,0,11,0,26,0,63,0,2014,2014
SONOMA,WINDSOR,01/31/2015 - 01/31/2023,2014,Final,120,0,0,0,65,0,0,0,67,1,188,9,440,10,2015,2015
YOLO,WINTERS,10/31/2013 - 10/31/2021,2014,Final,76,0,0,0,54,0,0,0,59,0,130,0,319,0,2014,2014
YOLO,WOODLAND,10/31/2013 - 10/31/2021,2014,Final,390,0,0,0,274,0,0,0,349,32,864,96,1877,128,2014,2014
YOLO,YOLO COUNTY,10/31/2013 - 10/31/2021,2014,Final,427,6,6,0,299,3,3,0,351,4,813,10,1890,23,2014,2014
ORANGE,YORBA LINDA,10/15/2013 - 10/15/2021,2014,Final,160,4,0,4,113,0,0,0,126,1,270,89,669,94,2014,2014
SUTTER,YUBA CITY,10/31/2013 - 10/31/2021,2014,Final,624,0,0,0,437,0,0,0,498,5,1120,50,2679,55,2014,2014
YUBA,YUBA COUNTY,10/31/2013 - 10/31/2021,2014,Final,1036,17,17,0,727,20,20,0,870,11,2043,127,4676,175,2014,2014
SAN BERNARDINO,YUCAIPA,10/15/2013 - 10/15/2021,2014,Final,376,0,0,0,261,34,34,0,299,0,669,32,1605,66,2014,2014
SAN BERNARDINO,YUCCA VALLEY,10/15/2013 - 10/15/2021,2014,Final,209,0,0,0,149,0,0,0,172,0,400,18,930,18,2014,2014
LOS ANGELES,AGOURA HILLS,10/15/2013 - 10/15/2021,2015,Final,31,0,0,0,19,0,0,0,20,0,45,15,115,15,2015,2014
ALAMEDA,ALAMEDA,01/31/2015 - 01/31/2023,2015,Final,444,19,19,0,248,22,22,0,283,14,748,192,1723,247,2015,2015
ALAMEDA,ALAMEDA COUNTY,01/31/2015 - 01/31/2023,2015,Final,430,35,35,0,227,65,65,0,295,21,817,17,1769,138,2015,2015
LOS ANGELES,ALHAMBRA,10/15/2013 - 10/15/2021,2015,Final,380,0,0,0,224,0,0,0,246,0,642,0,1492,0,2015,2014
ORANGE,ALISO VIEJO,10/15/2013 - 10/15/2021,2015,Final,9,33,33,0,7,187,187,0,7,419,16,0,39,639,2015,2014
ALPINE,ALPINE COUNTY,06/30/2014 - 06/30/2019,2015,Final,7,0,0,0,6,0,0,0,6,0,11,4,30,4,2015,2014
NAPA,AMERICAN CANYON,01/31/2015 - 01/31/2023,2015,Final,116,0,0,0,54,9,9,0,58,140,164,0,392,149,2015,2015
ORANGE,ANAHEIM,10/15/2013 - 10/15/2021,2015,Final,1256,69,69,0,907,13,13,0,1038,23,2501,1169,5702,1274,2015,2014
SHASTA,ANDERSON,06/30/2014 - 06/30/2019,2015,Final,32,0,0,0,21,0,0,0,24,19,59,1,136,20,2015,2014
CONTRA COSTA,ANTIOCH,01/31/2015 - 01/31/2023,2015,Final,349,1,0,1,205,0,0,0,214,19,680,47,1448,67,2015,2015
SAN BERNARDINO,APPLE VALLEY,10/15/2013 - 10/15/2021,2015,Final,764,0,0,0,541,0,0,0,622,0,1407,0,3334,0,2015,2014
HUMBOLDT,ARCATA,06/30/2014 - 06/30/2019,2015,Final,85,17,17,0,56,0,0,0,62,3,160,2,363,22,2015,2014
LOS ANGELES,ARTESIA,10/15/2013 - 10/15/2021,2015,Final,31,0,0,0,18,0,0,0,20,0,51,8,120,8,2015,2014
KERN,ARVIN,12/31/2015 - 12/31/2023,2015,Final,398,0,0,0,239,26,9,17,183,60,349,0,1169,86,2016,2016
SAN LUIS OBISPO,ATASCADERO,06/30/2014 - 06/30/2019,2015,Final,98,1,1,0,62,0,0,0,69,58,164,29,393,88,2015,2014
SAN MATEO,ATHERTON,01/31/2015 - 01/31/2023,2015,Final,35,12,12,0,26,0,0,0,29,0,3,0,93,12,2015,2015
PLACER,AUBURN,10/31/2013 - 10/31/2021,2015,Final,74,0,0,0,52,0,0,0,57,0,125,10,308,10,2015,2014
LOS ANGELES,AVALON,10/15/2013 - 10/15/2021,2015,Final,20,0,0,0,12,0,0,0,14,0,34,1,80,1,2015,2014
LOS ANGELES,AZUSA,10/15/2013 - 10/15/2021,2015,Final,198,0,0,0,118,0,0,0,127,112,336,0,779,112,2015,2014
LOS ANGELES,BALDWIN PARK,10/15/2013 - 10/15/2021,2015,Final,142,0,0,0,83,1,1,0,90,0,242,21,557,22,2015,2014
RIVERSIDE,BANNING,10/15/2013 - 10/15/2021,2015,Final,872,0,0,0,593,0,0,0,685,0,1642,0,3792,0,2015,2014
LOS ANGELES,BELL,10/15/2013 - 10/15/2021,2015,Final,11,0,0,0,7,0,0,0,8,3,21,0,47,3,2015,2014
LOS ANGELES,BELL GARDENS,10/15/2013 - 10/15/2021,2015,Final,11,0,0,0,7,0,0,0,8,1,20,3,46,4,2015,2014
LOS ANGELES,BELLFLOWER,10/15/2013 - 10/15/2021,2015,Final,1,0,0,0,1,0,0,0,0,0,0,3,2,3,2015,2014
SAN MATEO,BELMONT,01/31/2015 - 01/31/2023,2015,Final,116,0,0,0,63,0,0,0,67,0,222,7,468,7,2015,2015
MARIN,BELVEDERE,01/31/2015 - 01/31/2023,2015,Final,4,0,0,0,3,0,0,0,4,0,5,0,16,0,2015,2015
SOLANO,BENICIA,01/31/2015 - 01/31/2023,2015,Final,94,0,0,0,54,1,1,0,56,0,123,2,327,3,2015,2015
ALAMEDA,BERKELEY,01/31/2015 - 01/31/2023,2015,Final,532,59,59,0,442,17,17,0,584,132,1401,326,2959,534,2015,2015
LOS ANGELES,BEVERLY HILLS,10/15/2013 - 10/15/2021,2015,Final,1,2,2,0,1,0,0,0,1,0,0,21,3,23,2015,2014
BUTTE,BIGGS,06/15/2014 - 06/15/2022,2015,Final,48,26,26,0,30,30,30,0,24,0,82,0,184,56,2015,2014
INYO,BISHOP,06/30/2014 - 06/30/2019,2015,Final,15,0,0,0,10,1,1,0,12,2,28,0,65,3,2015,2014
IMPERIAL,BRAWLEY,10/15/2013 - 10/15/2021,2015,Final,760,20,20,0,470,27,27,0,466,0,1338,0,3034,47,2015,2014
ORANGE,BREA,10/15/2013 - 10/15/2021,2015,Final,426,0,0,0,305,0,0,0,335,0,785,461,1851,461,2015,2014
CONTRA COSTA,BRENTWOOD,01/31/2015 - 01/31/2023,2015,Final,234,0,0,0,124,5,5,0,123,0,279,449,760,454,2015,2015
SAN MATEO,BRISBANE,01/31/2015 - 01/31/2023,2015,Final,25,0,0,0,13,0,0,0,15,1,30,2,83,3,2015,2015
SANTA BARBARA,BUELLTON,02/15/2015 - 02/15/2023,2015,Final,66,5,5,0,44,4,4,0,41,60,124,0,275,69,2015,2015
ORANGE,BUENA PARK,10/15/2013 - 10/15/2021,2015,Final,76,0,0,0,53,0,0,0,62,72,148,65,339,137,2015,2014
LOS ANGELES,BURBANK,10/15/2013 - 10/15/2021,2015,Final,694,0,0,0,413,0,0,0,443,0,1134,14,2684,14,2015,2014
SAN MATEO,BURLINGAME,01/31/2015 - 01/31/2023,2015,Final,276,0,0,0,144,0,0,0,155,0,288,5,863,5,2015,2015
LOS ANGELES,CALABASAS,10/15/2013 - 10/15/2021,2015,Final,88,8,8,0,54,0,0,0,57,1,131,15,330,24,2015,2014
CALAVERAS,CALAVERAS COUNTY,06/30/2014 - 06/30/2019,2015,Final,241,8,0,8,175,15,0,15,192,45,471,49,1079,117,2015,2014
IMPERIAL,CALEXICO,10/15/2013 - 10/15/2021,2015,Final,817,0,0,0,489,0,0,0,490,10,1428,0,3224,10,2015,2014
RIVERSIDE,CALIMESA,10/15/2013 - 10/15/2021,2015,Final,543,0,0,0,383,0,0,0,433,0,982,77,2341,77,2015,2014
